Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location,Longitude,Latitude
22120,2022,01/27/2023,Montville,60 RAINBOW DR,102690.00,195000.00,0.5266,Residential,Single Family,,,,POINT (-72.140099757 41.436044369),-72.140099757,41.436044369
22030,2022,12/21/2022,Barkhamsted,14 SHANNON DR,175440.00,395000.00,0.4441,Residential,Single Family,,"1996 COLONIAL, 1688 SFLA, 2.55 AC",,POINT (-72.915481037 41.934824992),-72.915481037,41.934824992
220182,2022,08/17/2023,Harwinton,278 WOODCHUCK LANE,353077.00,840000.00,0.4203,Residential,Single Family,,,,POINT (-73.026014032 41.795441989),-73.026014032,41.795441989
222347,2022,08/28/2023,Bridgeport,220 ALPINE ST,222000.00,350000.00,0.6342,Residential,Three Family,,,,POINT (-73.179747021 41.205847017),-73.179747021,41.205847017
220352,2022,04/24/2023,Enfield,19 LONGVIEW RD,198700.00,332500.00,0.5976,Residential,Single Family,,,,POINT (-72.52473096 41.988001001),-72.52473096,41.988001001
220109,2022,02/07/2023,Brookfield,11 FLAX HILL RD,219890.00,419000.00,0.5247,Residential,Single Family,25 - Other,Estate Sale,,POINT (-73.423655961 41.484642989),-73.423655961,41.484642989
220323,2022,09/05/2023,Madison,475 WARPAS RD,229000.00,467000.00,0.4903,Residential,Single Family,,,,POINT (-72.618706009 41.323626),-72.618706009,41.323626
2200081,2022,11/22/2022,New Milford,8 CARLSON RIDGE WAY,231910.00,410000.00,0.5656,Residential,Condo,10 - A Will,WILL,,POINT (-73.409030965 41.599063008),-73.409030965,41.599063008
220369,2022,03/08/2023,New Haven,167 OLD FOXON RD #B-47,86940.00,165000.00,0.5269,Residential,Condo,,,,POINT (-72.868903974 41.319171019),-72.868903974,41.319171019
220016,2022,10/07/2022,Enfield,89 MIDDLE RD,143900.00,251000.00,0.5733,Residential,Single Family,,,,POINT (-72.557450976 41.985573979),-72.557450976,41.985573979
220655,2022,06/15/2023,Meriden,753 BROAD ST,136570.00,352000.00,0.3879,Residential,Two Family,,,,POINT (-72.787432965 41.53949102),-72.787432965,41.53949102
220237,2022,06/12/2023,Griswold,137 LATHAM DRIVE,280000.00,623000.00,0.4494,Residential,Single Family,,,,POINT (-71.919126973 41.579398979),-71.919126973,41.579398979
220604,2022,08/21/2023,Enfield,15 GORDON AVE,132700.00,275000.00,0.4825,Residential,Single Family,,,,POINT (-72.596409979 41.983303992),-72.596409979,41.983303992
22211,2022,06/27/2023,Darien,25 RIDGELY STREET,622580.00,1250000.00,0.4980,Residential,Single Family,,,,POINT (-73.497324005 41.070972011),-73.497324005,41.070972011
220958,2022,04/10/2023,Fairfield,346 SOUTH STREET,424340.00,866000.00,0.4900,Residential,Single Family,,,,POINT (-73.268307025 41.129016984),-73.268307025,41.129016984
220230,2022,12/29/2022,New Haven,230 FILLMORE ST,187170.00,340000.00,0.5505,Residential,Three Family,,,,POINT (-72.899947023 41.31516099),-72.899947023,41.31516099
221273,2022,07/26/2023,Fairfield,320 OLD OAKS ROAD,644580.00,1550000.00,0.4159,Residential,Single Family,07 - Change in Property,PERMIT WORK,,POINT (-73.229955963 41.185545),-73.229955963,41.185545
220092,2022,01/12/2023,New Canaan,113 LOGAN RD,888650.00,1305000.00,0.6809,Residential,Single Family,,,,POINT (-73.525642014 41.183889993),-73.525642014,41.183889993
2200387,2022,06/20/2023,Naugatuck,29 HILLSIDE AVE,74690.00,40000.00,1.8672,Vacant Land,,03 - Inter Corporation,,,POINT (-73.057226982 41.492207992),-73.057226982,41.492207992
220063,2022,02/08/2023,Canton,40 HIGH STREET,247077.00,500000.00,0.4941,Residential,Four Family,,,,POINT (-72.918172969 41.814188995),-72.918172969,41.814188995
220533,2022,03/08/2023,Fairfield,254 WINDERMERE STREET,238140.00,450000.00,0.5292,Residential,Single Family,,,,POINT (-73.228067017 41.200088985),-73.228067017,41.200088985
220028,2022,11/10/2022,Griswold,37 CARELY AVE,116830.00,230000.00,0.5080,Residential,Single Family,,,,POINT (-71.975932974 41.604033979),-71.975932974,41.604033979
220144,2022,10/26/2022,Bridgeport,614 NORTH RIDGEFIELD AVE,134670.00,340000.00,0.3960,Residential,Single Family,,,,POINT (-73.164854978 41.194794011),-73.164854978,41.194794011
220076,2022,01/31/2023,Coventry,399 HIGH ST,142800.00,375000.00,0.3808,Residential,Three Family,,,,POINT (-72.295989996 41.76078701),-72.295989996,41.76078701
220662,2022,06/12/2023,Hamden,136 HARRISON DR,121100.00,231000.00,0.5242,Residential,Single Family,,,,POINT (-72.933784012 41.362105013),-72.933784012,41.362105013
2200292,2022,04/12/2023,Naugatuck,426 ANDREW MOUNTAIN RD,29050.00,10000.00,2.9050,Vacant Land,,25 - Other,RATIO HIGH UNKNOWN REASON,,POINT (-73.081094785 41.487212779),-73.081094785,41.487212779
220124,2022,03/06/2023,New Canaan,184 MARVIN RIDGE RD,1452850.00,3100000.00,0.4686,Residential,Single Family,,,,POINT (-73.469602034 41.131242002),-73.469602034,41.131242002
220223,2022,01/27/2023,Enfield,42 WILSTARR CIR,133100.00,222000.00,0.5995,Residential,Single Family,,,,POINT (-72.550648978 41.98229502),-72.550648978,41.98229502
220759,2022,03/07/2023,Bridgeport,99 PARKK TERRACE #101,124200.00,200000.00,0.6210,Residential,Single Family,,,,POINT (-73.194879961 41.167121996),-73.194879961,41.167121996
220131,2022,11/29/2022,Greenwich,41 WINDING LANE,1859060.00,3015000.00,0.6166,Residential,Single Family,,,,POINT (-73.641546971 41.048176),-73.641546971,41.048176
220402,2022,02/28/2023,Milford,50 WILCOX RD,215600.00,316322.00,0.6815,Residential,Single Family,,,,POINT (-73.038641034 41.215676014),-73.038641034,41.215676014
223399,2022,07/10/2023,Newington,26 WOODS WAY,205720.00,385000.00,0.5343,Residential,Single Family,25 - Other,NOT AN ARMS LENGTH TRANSACTION,,POINT (-72.703420982 41.681540013),-72.703420982,41.681540013
222058,2022,06/21/2023,Bridgeport,10 SOUNDVIEW AVE,194030.00,460000.00,0.4218,Residential,Two Family,,,,POINT (-73.184070994 41.219087993),-73.184070994,41.219087993
220587,2022,05/17/2023,Hamden,34 MURLYN RD,141260.00,265000.00,0.5330,Residential,Single Family,,,,POINT (-72.900625036 41.403421006),-72.900625036,41.403421006
220248,2022,12/23/2022,Hartford,521 MAIN ST,610400.00,425000.00,1.4362,Apartments,,15 - Government Agency,,,POINT (-72.674727967 41.762514981),-72.674727967,41.762514981
220162,2022,01/10/2023,Newington,450 NEW BRITAIN AVE,151040.00,9000.00,16.7822,Commercial,,25 - Other,REAL ESTATE IRA,,POINT (-72.741348004 41.67402899),-72.741348004,41.67402899
2200245,2022,05/01/2023,East Haven,206 COE AVE,204120.00,32000.00,6.3788,Commercial,,24 - Plottage,COMBINED WITH 192 COE AVENUE IN 2010,,POINT (-72.871119982 41.253341982),-72.871119982,41.253341982
2200155,2022,08/03/2023,New Fairfield,18 BIGGS AVE,224400.00,555000.00,0.4043,Residential,Single Family,,,,POINT (-73.526153981 41.461011009),-73.526153981,41.461011009
220293,2022,02/14/2023,Greenwich,26 ROUND HILL ROAD,2166500.00,3585000.00,0.6043,Residential,Single Family,,,,POINT (-73.642827977 41.050019013),-73.642827977,41.050019013
220473,2022,06/21/2023,Enfield,69 YALE DR,129400.00,250000.00,0.5176,Residential,Single Family,,,,POINT (-72.603726039 41.969939006),-72.603726039,41.969939006
22001,2022,10/03/2022,Middlebury,108 WHITE AVE,180400.00,128250.00,1.4066,Residential,Single Family,25 - Other,,SHORT SALE - PROPERTY NOT LIVIABLE PER MLS,POINT (-73.09337 41.536515989),-73.09337,41.536515989
220124,2022,02/02/2023,Avon,72 HOLLISTER DRIVE,390120.00,650000.00,0.6001,Residential,Single Family,,,,POINT (-72.87013997 41.782036015),-72.87013997,41.782036015
2200179,2022,01/13/2023,East Hartford,55 SKYLINE DR,173910.00,276500.00,0.6289,Residential,Single Family,07 - Change in Property,,,POINT (-72.574719038 41.746561998),-72.574719038,41.746561998
2200257,2022,03/16/2023,Naugatuck,53 CLARK RD,187810.00,285000.00,0.6589,Residential,Single Family,,,,POINT (-73.004650992 41.468905002),-73.004650992,41.468905002
220265,2022,09/27/2023,East Hampton,77 MOUNTAINVIEW DR,41890.00,107500.00,0.3896,Residential,Single Family,,,,POINT (-72.513644499 41.597926658),-72.513644499,41.597926658
2200141,2022,12/22/2022,East Hartford,23 ORCHARD ST,28850.00,25000.00,1.1540,Vacant Land,,22 - Money and Personal Property,,,POINT (-72.642346228 41.773943728),-72.642346228,41.773943728
220331,2022,09/11/2023,East Lyme,16 NATHAN HALE,487830.00,775000.00,0.6294,Residential,Single Family,,,,POINT (-72.243616009 41.351354006),-72.243616009,41.351354006
2200019,2022,10/11/2022,Naugatuck,29 OAK ST,159530.00,230000.00,0.6936,Residential,Single Family,,,,POINT (-73.05087702 41.490292014),-73.05087702,41.490292014
220302,2022,11/28/2022,Bridgeport,192 CATHERINE ST #194,186180.00,320000.00,0.5818,Residential,Two Family,,,,POINT (-73.196179994 41.185738999),-73.196179994,41.185738999
2200473,2022,09/13/2023,New Milford,27 WEATHERVANE DR,270760.00,808400.00,0.3349,Residential,Single Family,07 - Change in Property,CHANGE IN PROPERTY AFTER ASSESSMENT DATE,,POINT (-73.369462012 41.624326986),-73.369462012,41.624326986
220013,2022,10/17/2022,Coventry,318 WALNUT TR,85900.00,172000.00,0.4994,Residential,Single Family,,,,POINT (-72.285572967 41.786204),-72.285572967,41.786204
2200488,2022,08/25/2023,Naugatuck,6 MARC ST,203210.00,248000.00,0.8193,Residential,Single Family,,,,POINT (-73.012500979 41.475630012),-73.012500979,41.475630012
221155,2022,06/23/2023,Fairfield,160 FAIRFIELD WOODS ROAD UNIT,225120.00,400000.00,0.5628,Residential,Condo,,,,POINT (-73.23900297 41.198364995),-73.23900297,41.198364995
220350,2022,02/16/2023,Hamden,73 WOODLAWN ST,190890.00,375000.00,0.5090,Residential,Single Family,,,,POINT (-72.911702978 41.363093993),-72.911702978,41.363093993
220691,2022,05/30/2023,Milford,9 GORDON RD,232990.00,449000.00,0.5189,Residential,Single Family,,,,POINT (-73.063373013 41.235118006),-73.063373013,41.235118006
220468,2022,03/17/2023,Hartford,160 SERGEANT ST,89744.00,330000.00,0.2719,Residential,Two Family,,,,POINT (-72.692477988 41.775808009),-72.692477988,41.775808009
220014,2022,10/04/2022,New Haven,16 TRUMAN ST,118300.00,65000.00,1.8200,Residential,Two Family,,,NO MLS,POINT (-72.939085985 41.295018984),-72.939085985,41.295018984
220546,2022,05/02/2023,Meriden,87 HALL AVE,129500.00,320000.00,0.4047,Residential,Single Family,25 - Other,CHANGE OF CONDITION FROM 10/1/2022,,POINT (-72.808544968 41.521615983),-72.808544968,41.521615983
220066,2022,04/20/2023,Easton,22 MILLS LANE,429730.00,551500.00,0.7792,Residential,Single Family,,,,POINT (-73.323755997 41.218216988),-73.323755997,41.218216988
220254,2022,07/11/2023,Avon,8 CHESTNUT DRIVE,130400.00,305000.00,0.4275,Residential,Condo,,,,POINT (-72.87598903 41.771193017),-72.87598903,41.771193017
22138,2022,08/15/2023,Burlington,61 WOOD CREEK RD,227010.00,420000.00,0.5405,Residential,Single Family,,,,POINT (-72.913716982 41.752886983),-72.913716982,41.752886983
220059,2022,10/31/2022,Branford,132A LIMEWOOD AVE,211600.00,413250.00,0.5120,Residential,Two Family,25 - Other,DUPLEX/LIVES IN ONE UNIT,,POINT (-72.792522038 41.261574017),-72.792522038,41.261574017
220089,2022,11/04/2022,Hartford,40 OWEN ST B-8,18890.00,47500.00,0.3977,Residential,Condo,14 - Foreclosure,Sale of a Previous foreclosure,,POINT (-72.704504008 41.765658991),-72.704504008,41.765658991
2200380,2022,05/10/2023,East Hartford,152 SHADYCREST DR,117350.00,162750.00,0.7210,Residential,Single Family,14 - Foreclosure,,,POINT (-72.611631012 41.742103999),-72.611631012,41.742103999
220106,2022,12/21/2022,Litchfield,31 TAPPING REEVE,105620.00,230000.00,0.4592,Residential,Condo,,,,POINT (-73.208973963 41.742895),-73.208973963,41.742895
220879,2022,08/24/2023,Greenwich,FAIRGREEN LANE 0002,1842750.00,3617000.00,0.5094,Residential,Single Family,,,,POINT (-73.568184028 41.025450984),-73.568184028,41.025450984
220156,2022,05/22/2023,East Hampton,85 NORTH MAIN ST UNIT 43,89290.00,185000.00,0.4826,Residential,Condo,,,,POINT (-72.515538024 41.593687987),-72.515538024,41.593687987
220378,2022,12/07/2022,Bridgeport,311 WESTFIELD AVE,154900.00,315000.00,0.4917,Residential,Single Family,,,,POINT (-73.21023896 41.202830999),-73.21023896,41.202830999
220244,2022,01/09/2023,New Haven,376 BLATCHLEY AV,118020.00,278000.00,0.4245,Residential,Three Family,,,,POINT (-72.900367963 41.312678983),-72.900367963,41.312678983
2200416,2022,07/10/2023,Naugatuck,529 SOUTH MAIN ST,49770.00,110000.00,0.4524,Residential,Single Family,,,,POINT (-73.048459009 41.480075019),-73.048459009,41.480075019
221785,2022,05/03/2023,Manchester,190 SUMMIT STREET,119800.00,200000.00,0.5990,Residential,Single Family,,,,POINT (-72.519867026 41.783231987),-72.519867026,41.783231987
220037,2022,11/22/2022,East Windsor,94 NEWBERRY RD,171890.00,475000.00,0.3618,Industrial,,,,,POINT (-72.59344597 41.920860993),-72.59344597,41.920860993
220003,2022,10/03/2022,Meriden,107 CARIATI BLVD,319480.00,330000.00,0.9681,Residential,Single Family,25 - Other,NOT OPENLY MARKETED. MAY HAVE SOLD TO HOLDING COMPANY,,POINT (-72.844031012 41.528605987),-72.844031012,41.528605987
2200092,2022,11/28/2022,Naugatuck,108 OAK ST,201110.00,355000.00,0.5665,Residential,Three Family,,,,POINT (-73.048507959 41.491860981),-73.048507959,41.491860981
220788,2022,08/02/2023,Meriden,321 BLACKSTONE VLG,78260.00,185000.00,0.4230,Residential,Condo,,,,POINT (-72.782444978 41.551544993),-72.782444978,41.551544993
220186,2022,09/01/2023,Harwinton,14 MAPLE DR,123340.00,310000.00,0.3978,Residential,Single Family,,,,POINT (-73.103464997 41.777978),-73.103464997,41.777978
220970,2022,09/22/2023,New Haven,390 POPLAR ST,380240.00,630000.00,0.6035,Apartments,,,,,POINT (-72.898194032 41.312402003),-72.898194032,41.312402003
220148,2022,12/15/2022,Enfield,118 HIGH ST,145700.00,229000.00,0.6362,Residential,Two Family,01 - Family,FAMILY SALE,,POINT (-72.596731006 41.996627991),-72.596731006,41.996627991
220122,2022,12/12/2022,Newington,31 CORTLAND WAY,138890.00,170000.00,0.8170,Residential,Condo,25 - Other,NOT ADVERTISED FOR SALE,,POINT (-72.715311969 41.658646018),-72.715311969,41.658646018
220100,2022,03/01/2023,East Windsor,24 PLEASANT ST,89740.00,267800.00,0.3351,Residential,Single Family,07 - Change in Property,"RENOVATIONS AFTER 10/1--""FLIPPED""",,POINT (-72.615115034 41.934106998),-72.615115034,41.934106998
220052,2022,05/02/2023,East Granby,4 SUNRISE TERRACE,193600.00,453000.00,0.4273,Residential,Single Family,,,,POINT (-72.735090997 41.948062993),-72.735090997,41.948062993
220733,2022,07/12/2023,Greenwich,11 COLONIAL LANE,1581510.00,3750000.00,0.4217,Residential,Single Family,,,,POINT (-73.580407022 41.028183988),-73.580407022,41.028183988
220267,2022,04/06/2023,Groton,1042 POQUONNOCK RD LOT 59,10780.00,15000.00,0.7186,Residential,Single Family,,MOBILE HOME,,POINT (-72.049030965 41.348278979),-72.049030965,41.348278979
220387,2022,03/07/2023,Meriden,141 AVERY AVE,130480.00,240000.00,0.5436,Residential,Single Family,,,,POINT (-72.795205001 41.52042701),-72.795205001,41.52042701
220868,2022,07/17/2023,Milford,259 HOUSATONIC DR,478120.00,980000.00,0.4878,Residential,Single Family,,,,POINT (-73.108158025 41.191276),-73.108158025,41.191276
220327,2022,01/23/2023,Hartford,61 ADAMS ST,95808.00,270000.00,0.3548,Residential,Two Family,,,,POINT (-72.699863032 41.782469988),-72.699863032,41.782469988
22000111,2022,12/27/2022,Cheshire,1015 SPLIT ROCK RD,284820.00,449500.00,0.6336,Residential,Single Family,,,,POINT (-72.882849031 41.524743983),-72.882849031,41.524743983
2200618,2022,09/20/2023,East Hartford,282 NAUBUC AVENUE,174310.00,295000.00,0.5908,Residential,Single Family,,,,POINT (-72.62537398 41.72646802),-72.62537398,41.72646802
220744,2022,07/14/2023,Greenwich,65 RIDGE STREET,818580.00,2000000.00,0.4092,Residential,Single Family,,,,POINT (-73.621904987 41.022537016),-73.621904987,41.022537016
220440,2022,04/14/2023,Greenwich,99 RICHMOND HILL ROAD,3203270.00,6801000.00,0.4709,Residential,Single Family,,,,POINT (-73.698651033 41.09414001),-73.698651033,41.09414001
222363,2022,08/31/2023,Bridgeport,634 LAUREL AVE,156320.00,345000.00,0.4531,Residential,Single Family,,,,POINT (-73.209494982 41.177307014),-73.209494982,41.177307014
22343,2022,09/27/2023,Montville,6 HIGHLAND CIR,133140.00,254995.00,0.5221,Residential,Single Family,,,,POINT (-72.144330019 41.436248017),-72.144330019,41.436248017
220229,2022,12/27/2022,Hamden,342 CIRCULAR AVE,102550.00,260000.00,0.3944,Residential,Single Family,,,,POINT (-72.936965028 41.355378996),-72.936965028,41.355378996
22173,2022,05/22/2023,Derby,5 SCHMITT TERR,151410.00,400000.00,0.3785,Residential,Single Family,,,,POINT (-73.052941986 41.323680985),-73.052941986,41.323680985
220074,2022,12/19/2022,Ledyard,1010-04 LONG COVE RD,13440.00,42000.00,0.3200,Residential,Single Family,,MOBILE HOME,,POINT (-72.07293498 41.407687017),-72.07293498,41.407687017
220084,2022,12/19/2022,New London,54 MAPLE AVE,80010.00,100000.00,0.8001,Residential,Single Family,08 - Part Interest,,,POINT (-72.101437977 41.340943012),-72.101437977,41.340943012
220051,2022,10/20/2022,Hartford,56 MILFORD ST,60307.00,260000.00,0.2319,Residential,Single Family,,,,POINT (-72.698854018 41.781599988),-72.698854018,41.781599988
2200370,2022,06/01/2023,Naugatuck,39 HORTON HILL RD #5A,90790.00,140000.00,0.6485,Residential,Condo,,,,POINT (-73.008606999 41.46916702),-73.008606999,41.46916702
220518,2022,05/12/2023,Greenwich,564 RIVER ROAD,610890.00,820000.00,0.7449,Residential,Two Family,,,,POINT (-73.579608981 41.061094986),-73.579608981,41.061094986
2200435,2022,06/09/2023,East Hartford,34-36 ELMER ST,205580.00,329900.00,0.6231,Residential,Three Family,,,,POINT (-72.613372017 41.780409004),-72.613372017,41.780409004
22108,2022,05/17/2023,Middlebury,53 WHITE DEER ROCK RD,636600.00,970000.00,0.6562,Residential,Single Family,,,,POINT (-73.143320025 41.542977012),-73.143320025,41.542977012
220061,2022,02/22/2023,Mansfield,19 FORT GRISWOLD LA,163800.00,233000.00,0.7030,Residential,Condo,,,,POINT (-72.211417397 41.739154552),-72.211417397,41.739154552
221384,2022,10/17/2022,Manchester,161 BLUE RIDGE DRIVE,217400.00,360000.00,0.6038,Residential,Single Family,25 - Other,TRUSTEES DEED,,POINT (-72.46861504 41.759222989),-72.46861504,41.759222989
220249,2022,07/17/2023,Ledyard,5 LAUREL AVE,125790.00,280000.00,0.4492,Residential,Single Family,,,,POINT (-72.047838975 41.48149001),-72.047838975,41.48149001
220291,2022,02/13/2023,Greenwich,3 MILL POND COURT,777700.00,1700000.00,0.4574,Residential,Single Family,,,,POINT (-73.598901021 41.03638501),-73.598901021,41.03638501
220373,2022,06/14/2023,Groton,767 & 0 RIVER RD,958230.00,1550000.00,0.6182,Residential,Single Family,,"767 RIVER RD ASSMT=915,390 & RIVER SLIVER 0 RIVER RD ASSMT=42,480",,POINT (-71.965501594 41.376679788),-71.965501594,41.376679788
220266,2022,03/01/2023,Enfield,38 GLENDALE RD,144200.00,255000.00,0.5654,Residential,Single Family,,,,POINT (-72.565099966 41.983811013),-72.565099966,41.983811013
220136,2022,02/06/2023,New London,19 HAWTHORNE DR UNIT 172,94500.00,175000.00,0.5400,Residential,Condo,,,,POINT (-72.108206398 41.368938986),-72.108206398,41.368938986
220172,2022,07/12/2023,Clinton,18 SLOCUM RD,151300.00,274000.00,0.5521,Residential,Single Family,25 - Other,NOT ON OPEN MARKET,,POINT (-72.532472989 41.303402018),-72.532472989,41.303402018
2222141,2022,05/04/2023,Ansonia,9 S WESTWOOD RD,186200.00,310000.00,0.6006,Residential,Single Family,,,,POINT (-73.089311986 41.352027995),-73.089311986,41.352027995
222017,2022,06/08/2023,Bridgeport,75 LEONARD DR,134130.00,315000.00,0.4258,Residential,Single Family,,,,POINT (-73.233061039 41.22375202),-73.233061039,41.22375202
220626,2022,06/06/2023,Meriden,18 ALEXANDER DR,158970.00,355000.00,0.4478,Residential,Single Family,,,,POINT (-72.754864997 41.546488987),-72.754864997,41.546488987
220186,2022,12/19/2022,Fairfield,654 TUNXIS HILL ROAD,248430.00,510000.00,0.4871,Residential,Single Family,07 - Change in Property,PERMIT WORK,,POINT (-73.233525983 41.178502986),-73.233525983,41.178502986
220240,2022,08/02/2023,Brookfield,148 NORTH LAKE SHORE DR,828950.00,1015000.00,0.8167,Residential,Single Family,26 - Rehabilitation Deferred,"REO Purchase in 2018, 2021 visit history-Ext Def Maint/Unsafe, poor condition",,POINT (-73.442862003 41.481592982),-73.442862003,41.481592982
220140,2022,03/06/2023,Killingly,226 GREEN HOLLOW RD,119400.00,273000.00,0.4373,Residential,Single Family,,,,POINT (-71.878633998 41.785533992),-71.878633998,41.785533992
220078,2022,07/27/2023,East Granby,163 HARTFORD AVENUE,108500.00,125000.00,0.8680,Residential,Single Family,25 - Other,SOLD FROM ESTATE,,POINT (-72.770802012 41.935434985),-72.770802012,41.935434985
220295,2022,11/14/2022,Branford,38 ROCK PASTURE RD,191700.00,453000.00,0.4231,Residential,Single Family,,,,POINT (-72.829873978 41.267397008),-72.829873978,41.267397008
22072,2022,09/12/2023,Marlborough,69 JOHNSON RD,154950.00,301000.00,0.5147,Residential,Single Family,,,,POINT (-72.445507977 41.633594982),-72.445507977,41.633594982
22006,2022,10/21/2022,Chester,4 OSTLING RD,166410.00,375000.00,0.4437,Residential,Single Family,24 - Plottage,2 PARCELS ON DEED: 14/375 (RES) 14/376 (LAND),,POINT (-72.453467014 41.399157006),-72.453467014,41.399157006
2200451,2022,08/29/2023,New Milford,15 RIVERVIEW RD,200370.00,380000.00,0.5273,Residential,Single Family,,SALES RATIO,,POINT (-73.481453039 41.647308991),-73.481453039,41.647308991
22215,2022,05/10/2023,Montville,26 HILLCREST DR,101220.00,162000.00,0.6248,Residential,Single Family,25 - Other,SALE FOR A CONSERVED PERSON,,POINT (-72.136424962 41.437089015),-72.136424962,41.437089015
2200429,2022,07/13/2023,Naugatuck,77 CANDEE RD,126000.00,165000.00,0.7636,Residential,Single Family,14 - Foreclosure,SALE OF A FORECLOSURE,,POINT (-73.023053963 41.47036098),-73.023053963,41.47036098
22000029,2022,08/22/2023,Hampton,311 PROVIDENCE TPKE,180630.00,325000.00,0.5557,Residential,Single Family,,MULTIPLE DWELLINGS ONE LOT,,POINT (-72.033423023 41.776008001),-72.033423023,41.776008001
220992,2022,04/25/2023,Bridgeport,393 LAUREL AVE UNIT #408,32670.00,112000.00,0.2916,Residential,Condo,,,,POINT (-73.20644397 41.174863019),-73.20644397,41.174863019
221992,2022,08/04/2023,Manchester,65-67 LYNESS STREET,158400.00,341000.00,0.4645,Residential,Two Family,,,,POINT (-72.544432959 41.768360982),-72.544432959,41.768360982
220163,2022,01/05/2023,Groton,70 OAKWOOD RD,143640.00,338000.00,0.4249,Residential,Single Family,,,,POINT (-72.005727036 41.353660999),-72.005727036,41.353660999
220047,2022,11/02/2022,New Canaan,1234 OENOKE RIDGE,1260840.00,2750000.00,0.4584,Residential,Single Family,,,,POINT (-73.524051967 41.184275016),-73.524051967,41.184275016
220022,2022,11/02/2022,Clinton,50 WEST SHORE DR,106707.00,46250.00,2.3072,Residential,Single Family,08 - Part Interest,PARTIAL INTEREST,,POINT (-72.558866009 41.292915),-72.558866009,41.292915
221047,2022,05/15/2023,Fairfield,2800 BLACK ROCK TURNPIKE,360570.00,501000.00,0.7197,Residential,Single Family,25 - Other,ESTATE SALE,,POINT (-73.256648971 41.189229014),-73.256648971,41.189229014
220102,2022,01/09/2023,Madison,44 GROVE AVE,713300.00,2010000.00,0.3549,Residential,Single Family,,,,POINT (-72.581359014 41.27264102),-72.581359014,41.27264102
22183,2022,06/05/2023,Darien,5 PLYMOUTH ROAD,1330280.00,2455000.00,0.5418,Residential,Single Family,,,,POINT (-73.487433024 41.045360016),-73.487433024,41.045360016
220100,2022,11/29/2022,Newington,24 PFISTER DR,228840.00,375000.00,0.6102,Residential,Single Family,,,,POINT (-72.73048204 41.662294996),-72.73048204,41.662294996
220185,2022,01/23/2023,Groton,334 DEERFIELD RIDGE DR,66430.00,109900.00,0.6044,Vacant Land,,,,,POINT (-71.990923002 41.394090984),-71.990923002,41.394090984
220024,2022,10/20/2022,Madison,10 MATTHEW COURT,574800.00,1150000.00,0.4998,Residential,Single Family,,,,POINT (-72.632149995 41.291027982),-72.632149995,41.291027982
222066,2022,09/07/2023,Manchester,22A SAINT JAMES STREET,54600.00,55000.00,0.9927,Residential,Condo,25 - Other,EXECUTORS DEED,,POINT (-72.521868037 41.76928999),-72.521868037,41.76928999
220785,2022,07/17/2023,Hamden,3409 WHITNEY AVE U7B,155120.00,302000.00,0.5136,Residential,Condo,,,,POINT (-72.902923018 41.418868979),-72.902923018,41.418868979
220079,2022,11/02/2022,New Haven,100 BROWNELL ST,226310.00,460000.00,0.4919,Residential,Three Family,,,,POINT (-72.951067999 41.318731011),-72.951067999,41.318731011
220239,2022,01/04/2023,New Haven,227 LEXINGTON AV,117740.00,260000.00,0.4528,Residential,Single Family,,,,POINT (-72.885498969 41.303962013),-72.885498969,41.303962013
221297,2022,08/02/2023,Fairfield,24 HORACE COURT,345030.00,785000.00,0.4395,Residential,Single Family,,,,POINT (-73.244663017 41.14527402),-73.244663017,41.14527402
22000116,2022,01/05/2023,Cheshire,335 SORGHUM RIDGE RD,254730.00,545000.00,0.4673,Residential,Single Family,,,,POINT (-72.931456022 41.494022003),-72.931456022,41.494022003
220032,2022,10/27/2022,New Canaan,151 ELM ST,529270.00,575000.00,0.9204,Commercial,,08 - Part Interest,SALE OF PARTIAL INTEREST - 50%,,POINT (-73.495084026 41.146818009),-73.495084026,41.146818009
220426,2022,12/19/2022,Bridgeport,511 CLINTON AVE,288733.00,350000.00,0.8249,Commercial,,,,,POINT (-73.21027802 41.174513996),-73.21027802,41.174513996
220014,2022,10/19/2022,Bloomfield,35 MILLS LN,123410.00,225000.00,0.5484,Residential,Single Family,,,,POINT (-72.74064602 41.839741018),-72.74064602,41.839741018
22306,2022,08/23/2023,Montville,ROUTE 32,1540.00,80000.00,0.0192,Vacant Land,,01 - Family,MULTIPLE PARCELS SOLD TO FAMILY AND TWO PARCELS COMBINED,,POINT (-72.099928829 41.494857732),-72.099928829,41.494857732
220133,2022,11/23/2022,New Haven,235 BELLEVUE RD,160650.00,250000.00,0.6426,Residential,Single Family,,,,POINT (-72.945692014 41.325753998),-72.945692014,41.325753998
22406,2022,08/10/2023,Middlebury,420 WATERTOWN RD,63930.00,330000.00,0.1937,Vacant Land,,28 - Use Assessment,PA490,,POINT (-73.116460401 41.554040231),-73.116460401,41.554040231
220934,2022,04/10/2023,Bridgeport,325 LAFAYETTE ST #3205,47440.00,158000.00,0.3002,Residential,Condo,,,,POINT (-73.189157971 41.167948996),-73.189157971,41.167948996
220100,2022,08/16/2023,New Hartford,14 CHURCH STREET NORTH,154700.00,295000.00,0.5244,Apartments,,,,,POINT (-72.980842028 41.879218985),-72.980842028,41.879218985
